,Flight name,Departure_time,Arrival_time,Price,Source,Destination,Duration,No of stop,Date
0,Air Asia,22:40,01:25,4537,Bengaluru,Delhi,2h 45m,Non,2023-02-26
1,Air Asia,06:05,08:55,4537,Bengaluru,Delhi,2h 50m,Non,2023-02-26
2,SpiceJet,19:30,22:15,5235,Bengaluru,Delhi,2h 45m,Non,2023-02-26
3,IndiGo,18:00,20:50,5236,Bengaluru,Delhi,2h 50m,Non,2023-02-26
4,IndiGo,07:00,09:50,5236,Bengaluru,Delhi,2h 50m,Non,2023-02-26
5,IndiGo,04:25,07:15,5236,Bengaluru,Delhi,2h 50m,Non,2023-02-26
6,IndiGo,05:35,08:25,5236,Bengaluru,Delhi,2h 50m,Non,2023-02-26
7,IndiGo,12:00,14:50,5236,Bengaluru,Delhi,2h 50m,Non,2023-02-26
8,IndiGo,23:20,02:10,5236,Bengaluru,Delhi,2h 50m,Non,2023-02-26
9,IndiGo,09:50,12:40,5236,Bengaluru,Delhi,2h 50m,Non,2023-02-26
10,IndiGo,19:15,22:10,5236,Bengaluru,Delhi,2h 55m,Non,2023-02-26
11,IndiGo,16:50,19:45,5236,Bengaluru,Delhi,2h 55m,Non,2023-02-26
12,IndiGo,08:00,10:55,5236,Bengaluru,Delhi,2h 55m,Non,2023-02-26
13,IndiGo,20:40,23:35,5236,Bengaluru,Delhi,2h 55m,Non,2023-02-26
14,IndiGo,15:25,18:25,5236,Bengaluru,Delhi,3h,Non,2023-02-26
15,IndiGo,13:45,16:45,5236,Bengaluru,Delhi,3h,Non,2023-02-26
16,IndiGo,22:00,01:00,5236,Bengaluru,Delhi,3h,Non,2023-02-26
17,Vistara,07:00,09:40,5236,Bengaluru,Delhi,2h 40m,Non,2023-02-26
18,Vistara,17:50,20:30,5236,Bengaluru,Delhi,2h 40m,Non,2023-02-26
19,Air Asia,11:30,14:20,5236,Bengaluru,Delhi,2h 50m,Non,2023-02-26
20,Air Asia,19:50,22:50,5236,Bengaluru,Delhi,3h,Non,2023-02-26
21,Go First,06:20,09:00,5237,Bengaluru,Delhi,2h 40m,Non,2023-02-26
22,Go First,21:25,00:10,5237,Bengaluru,Delhi,2h 45m,Non,2023-02-26
23,Air India,13:15,15:55,5250,Bengaluru,Delhi,2h 40m,Non,2023-02-26
24,Air India,10:00,12:50,5250,Bengaluru,Delhi,2h 50m,Non,2023-02-26
25,Air India,17:10,20:00,5250,Bengaluru,Delhi,2h 50m,Non,2023-02-26
26,Air India,11:45,14:45,5250,Bengaluru,Delhi,3h,Non,2023-02-26
27,Air India,05:45,08:45,5250,Bengaluru,Delhi,3h,Non,2023-02-26
28,Air India,15:00,18:00,5250,Bengaluru,Delhi,3h,Non,2023-02-26
29,Air India,19:20,22:20,5250,Bengaluru,Delhi,3h,Non,2023-02-26
30,Air India,21:00,00:10,5250,Bengaluru,Delhi,3h 10m,Non,2023-02-26
31,Vistara,21:10,23:45,5500,Bengaluru,Delhi,2h 35m,Non,2023-02-26
32,Vistara,08:00,10:35,5500,Bengaluru,Delhi,2h 35m,Non,2023-02-26
33,Vistara,18:45,21:25,5500,Bengaluru,Delhi,2h 40m,Non,2023-02-26
34,Vistara,19:40,22:20,5500,Bengaluru,Delhi,2h 40m,Non,2023-02-26
35,Vistara,11:30,14:10,5500,Bengaluru,Delhi,2h 40m,Non,2023-02-26
36,Air Asia,03:30,08:55,5657,Bengaluru,Delhi,5h 25m,1,2023-02-26
37,Air Asia,15:00,20:45,5657,Bengaluru,Delhi,5h 45m,1,2023-02-26
38,Air Asia,18:45,00:35,5657,Bengaluru,Delhi,5h 50m,1,2023-02-26
39,Air Asia,12:45,20:05,5657,Bengaluru,Delhi,7h 20m,1,2023-02-26
40,Air Asia,16:35,01:40,5657,Bengaluru,Delhi,9h 5m,1,2023-02-26
41,IndiGo,13:00,17:55,5659,Bengaluru,Delhi,4h 55m,1,2023-02-26
42,IndiGo,18:50,00:05,5659,Bengaluru,Delhi,5h 15m,1,2023-02-26
43,IndiGo,07:30,13:00,5659,Bengaluru,Delhi,5h 30m,1,2023-02-26
44,IndiGo,13:25,19:00,5659,Bengaluru,Delhi,5h 35m,1,2023-02-26
45,IndiGo,14:25,20:20,5659,Bengaluru,Delhi,5h 55m,1,2023-02-26
46,IndiGo,10:30,16:30,5659,Bengaluru,Delhi,6h,1,2023-02-26
47,IndiGo,16:10,22:40,5659,Bengaluru,Delhi,6h 30m,1,2023-02-26
48,IndiGo,02:45,09:45,5659,Bengaluru,Delhi,7h,1,2023-02-26
49,IndiGo,06:25,13:45,5659,Bengaluru,Delhi,7h 20m,1,2023-02-26
50,IndiGo,09:00,16:30,5659,Bengaluru,Delhi,7h 30m,1,2023-02-26
51,IndiGo,15:15,22:55,5659,Bengaluru,Delhi,7h 40m,1,2023-02-26
52,IndiGo,23:40,07:30,5659,Bengaluru,Delhi,7h 50m,1,2023-02-26
53,IndiGo,16:10,00:05,5659,Bengaluru,Delhi,7h 55m,1,2023-02-26
54,IndiGo,12:40,20:40,5659,Bengaluru,Delhi,8h,1,2023-02-26
55,IndiGo,21:50,06:40,5659,Bengaluru,Delhi,8h 50m,1,2023-02-26
56,IndiGo,17:15,02:05,5659,Bengaluru,Delhi,8h 50m,1,2023-02-26
57,IndiGo,07:25,16:30,5659,Bengaluru,Delhi,9h 5m,1,2023-02-26
58,Air Asia,17:55,20:45,5685,Bengaluru,Delhi,2h 50m,Non,2023-02-26
59,Air Asia,12:15,19:45,6351,Bengaluru,Delhi,7h 30m,1,2023-02-26
60,Air Asia,05:05,12:40,6351,Bengaluru,Delhi,7h 35m,1,2023-02-26
61,Air Asia,05:05,14:30,6351,Bengaluru,Delhi,9h 25m,1,2023-02-26
62,Air Asia,09:05,19:45,6351,Bengaluru,Delhi,10h 40m,1,2023-02-26
63,IndiGo,15:15,20:15,6400,Bengaluru,Delhi,5h,1,2023-02-26
64,IndiGo,09:00,14:15,6400,Bengaluru,Delhi,5h 15m,1,2023-02-26
65,IndiGo,18:00,00:25,6400,Bengaluru,Delhi,6h 25m,1,2023-02-26
66,IndiGo,07:25,14:15,6400,Bengaluru,Delhi,6h 50m,1,2023-02-26
67,IndiGo,05:15,14:15,6400,Bengaluru,Delhi,9h,1,2023-02-26
68,Go First,16:05,07:15,6487,Bengaluru,Delhi,15h 10m,1,2023-02-26
69,Air Asia,12:55,23:05,6631,Bengaluru,Delhi,10h 10m,2,2023-02-26
70,SpiceJet,10:25,19:50,6698,Bengaluru,Delhi,9h 25m,1,2023-02-26
71,SpiceJet,10:25,08:15,6698,Bengaluru,Delhi,21h 50m,1,2023-02-26
72,Go First,16:25,21:50,6763,Bengaluru,Delhi,5h 25m,1,2023-02-26
73,Go First,16:25,23:10,6763,Bengaluru,Delhi,6h 45m,1,2023-02-26
74,Go First,06:30,14:30,6763,Bengaluru,Delhi,8h,1,2023-02-26
75,Go First,16:25,06:45,6763,Bengaluru,Delhi,14h 20m,1,2023-02-26
76,Go First,06:30,21:50,6763,Bengaluru,Delhi,15h 20m,1,2023-02-26
77,IndiGo,19:55,01:10,7141,Bengaluru,Delhi,5h 15m,1,2023-02-26
78,IndiGo,22:30,04:20,7141,Bengaluru,Delhi,5h 50m,1,2023-02-26
79,IndiGo,18:50,01:10,7141,Bengaluru,Delhi,6h 20m,1,2023-02-26
80,IndiGo,05:15,11:55,7141,Bengaluru,Delhi,6h 40m,1,2023-02-26
81,IndiGo,16:10,01:10,7141,Bengaluru,Delhi,9h,1,2023-02-26
82,Air Asia,09:05,14:30,7142,Bengaluru,Delhi,5h 25m,1,2023-02-26
83,IndiGo,00:30,07:20,7320,Bengaluru,Delhi,6h 50m,1,2023-02-26
84,IndiGo,11:25,18:45,7320,Bengaluru,Delhi,7h 20m,1,2023-02-26
85,Go First,18:50,01:05,7613,Bengaluru,Delhi,6h 15m,1,2023-02-26
86,Go First,18:50,02:00,7613,Bengaluru,Delhi,7h 10m,1,2023-02-26
87,Go First,07:55,19:50,7613,Bengaluru,Delhi,11h 55m,1,2023-02-26
88,Go First,18:50,08:00,7613,Bengaluru,Delhi,13h 10m,1,2023-02-26
89,Go First,07:55,22:25,7613,Bengaluru,Delhi,14h 30m,1,2023-02-26
90,Go First,07:55,23:30,7613,Bengaluru,Delhi,15h 35m,1,2023-02-26
91,Air Asia,10:50,21:45,7615,Bengaluru,Delhi,10h 55m,1,2023-02-26
92,SpiceJet,05:55,08:35,7683,Bengaluru,Delhi,2h 40m,Non,2023-02-26
93,Air Asia,21:15,03:55,7691,Bengaluru,Delhi,6h 40m,1,2023-02-26
94,Vistara,06:10,19:10,7821,Bengaluru,Delhi,13h,1,2023-02-26
95,Vistara,06:10,22:30,7821,Bengaluru,Delhi,16h 20m,1,2023-02-26
96,Vistara,06:10,07:40,7821,Bengaluru,Delhi,25h 30m,1,2023-02-26
97,Air Asia,12:45,23:05,8093,Bengaluru,Delhi,10h 20m,2,2023-02-26
98,Vistara,06:40,12:40,8162,Bengaluru,Delhi,6h,1,2023-02-26
99,Vistara,06:40,14:05,8162,Bengaluru,Delhi,7h 25m,1,2023-02-26
100,Vistara,06:40,14:50,8162,Bengaluru,Delhi,8h 10m,1,2023-02-26
101,Vistara,06:40,16:55,8162,Bengaluru,Delhi,10h 15m,1,2023-02-26
102,Vistara,06:40,18:05,8162,Bengaluru,Delhi,11h 25m,1,2023-02-26
103,Vistara,06:40,19:45,8162,Bengaluru,Delhi,13h 5m,1,2023-02-26
104,Vistara,06:40,20:40,8162,Bengaluru,Delhi,14h,1,2023-02-26
105,Vistara,06:40,21:55,8162,Bengaluru,Delhi,15h 15m,1,2023-02-26
106,Vistara,06:40,23:00,8162,Bengaluru,Delhi,16h 20m,1,2023-02-26
107,IndiGo,22:30,07:20,8168,Bengaluru,Delhi,8h 50m,1,2023-02-26
108,Vistara,20:30,07:40,8199,Bengaluru,Delhi,11h 10m,1,2023-02-26
109,Vistara,20:30,19:10,8199,Bengaluru,Delhi,22h 40m,1,2023-02-26
110,Vistara,20:30,22:30,8199,Bengaluru,Delhi,26h,1,2023-02-26
111,Air India,06:40,12:15,8388,Bengaluru,Delhi,5h 35m,1,2023-02-26
112,Air India,09:15,15:15,8388,Bengaluru,Delhi,6h,1,2023-02-26
113,Air India,06:40,15:15,8388,Bengaluru,Delhi,8h 35m,1,2023-02-26
114,Air India,09:15,17:55,8388,Bengaluru,Delhi,8h 40m,1,2023-02-26
115,Air India,09:15,20:20,8388,Bengaluru,Delhi,11h 5m,1,2023-02-26
116,Air India,06:40,17:55,8388,Bengaluru,Delhi,11h 15m,1,2023-02-26
117,Air India,09:15,21:20,8388,Bengaluru,Delhi,12h 5m,1,2023-02-26
118,Air India,06:40,20:20,8388,Bengaluru,Delhi,13h 40m,1,2023-02-26
119,Air India,06:40,21:20,8388,Bengaluru,Delhi,14h 40m,1,2023-02-26
120,Go First,20:25,02:00,8515,Bengaluru,Delhi,5h 35m,1,2023-02-26
121,Go First,20:25,08:00,8515,Bengaluru,Delhi,11h 35m,1,2023-02-26
122,Go First,20:25,10:55,8515,Bengaluru,Delhi,14h 30m,1,2023-02-26
123,Go First,20:25,12:05,8515,Bengaluru,Delhi,15h 40m,1,2023-02-26
124,Vistara,20:30,10:55,8619,Bengaluru,Delhi,14h 25m,1,2023-02-26
125,Vistara,06:10,10:55,8637,Bengaluru,Delhi,4h 45m,1,2023-02-26
126,Go First,18:30,00:50,8792,Bengaluru,Delhi,6h 20m,1,2023-02-26
127,Go First,18:30,10:05,8792,Bengaluru,Delhi,15h 35m,1,2023-02-26
128,IndiGo,05:15,11:10,8883,Bengaluru,Delhi,5h 55m,1,2023-02-26
129,IndiGo,02:45,11:10,8883,Bengaluru,Delhi,8h 25m,1,2023-02-26
130,Air India,21:20,09:15,8913,Bengaluru,Delhi,11h 55m,1,2023-02-26
131,Air India,21:20,10:15,8913,Bengaluru,Delhi,12h 55m,1,2023-02-26
132,Air India,09:15,22:55,8913,Bengaluru,Delhi,13h 40m,1,2023-02-26
133,Air India,21:20,11:20,8913,Bengaluru,Delhi,14h,1,2023-02-26
134,Air India,21:20,12:15,8913,Bengaluru,Delhi,14h 55m,1,2023-02-26
135,Air India,21:20,15:15,8913,Bengaluru,Delhi,17h 55m,1,2023-02-26
136,Air India,21:20,17:55,8913,Bengaluru,Delhi,20h 35m,1,2023-02-26
137,SpiceJet,20:25,22:35,9090,Bengaluru,Delhi,26h 10m,1,2023-02-26
138,SpiceJet,20:25,23:50,9090,Bengaluru,Delhi,27h 25m,1,2023-02-26
139,Go First,15:40,21:45,9126,Bengaluru,Delhi,6h 5m,1,2023-02-26
140,Go First,17:45,01:05,9126,Bengaluru,Delhi,7h 20m,2,2023-02-26
141,Go First,09:10,22:40,9126,Bengaluru,Delhi,13h 30m,1,2023-02-26
142,Go First,06:15,21:15,9126,Bengaluru,Delhi,15h,1,2023-02-26
143,Go First,15:50,03:00,9233,Bengaluru,Delhi,11h 10m,1,2023-02-26
144,Vistara,18:30,23:00,9238,Bengaluru,Delhi,4h 30m,1,2023-02-26
145,Vistara,19:55,01:00,9238,Bengaluru,Delhi,5h 5m,1,2023-02-26
146,Vistara,19:00,00:10,9238,Bengaluru,Delhi,5h 10m,1,2023-02-26
147,Vistara,09:40,14:50,9238,Bengaluru,Delhi,5h 10m,1,2023-02-26
148,Vistara,18:30,00:10,9238,Bengaluru,Delhi,5h 40m,1,2023-02-26
149,Vistara,19:00,01:00,9238,Bengaluru,Delhi,6h,1,2023-02-26
150,Vistara,09:40,16:55,9238,Bengaluru,Delhi,7h 15m,1,2023-02-26
151,Vistara,09:40,18:05,9238,Bengaluru,Delhi,8h 25m,1,2023-02-26
152,Vistara,09:40,19:45,9238,Bengaluru,Delhi,10h 5m,1,2023-02-26
153,Vistara,21:35,07:55,9238,Bengaluru,Delhi,10h 20m,1,2023-02-26
154,Vistara,21:35,08:35,9238,Bengaluru,Delhi,11h,1,2023-02-26
155,Vistara,09:40,20:40,9238,Bengaluru,Delhi,11h,1,2023-02-26
156,Vistara,19:55,07:55,9238,Bengaluru,Delhi,12h,1,2023-02-26
157,Vistara,21:35,09:40,9238,Bengaluru,Delhi,12h 5m,1,2023-02-26
158,Vistara,09:40,21:55,9238,Bengaluru,Delhi,12h 15m,1,2023-02-26
159,Vistara,19:55,08:35,9238,Bengaluru,Delhi,12h 40m,1,2023-02-26
160,Vistara,19:00,07:55,9238,Bengaluru,Delhi,12h 55m,1,2023-02-26
161,Vistara,09:40,23:00,9238,Bengaluru,Delhi,13h 20m,1,2023-02-26
162,Vistara,18:30,07:55,9238,Bengaluru,Delhi,13h 25m,1,2023-02-26
163,Vistara,18:30,15:35,9259,Bengaluru,Delhi,21h 5m,1,2023-02-26
164,Air India,07:25,12:30,9259,Bengaluru,Delhi,5h 5m,1,2023-02-26
165,Air India,07:25,18:45,9259,Bengaluru,Delhi,11h 20m,1,2023-02-26
166,Air India,07:25,23:00,9259,Bengaluru,Delhi,15h 35m,1,2023-02-26
167,Air India,07:25,08:55,9259,Bengaluru,Delhi,25h 30m,1,2023-02-26
168,Air Asia,05:30,10:45,9336,Bengaluru,Delhi,5h 15m,1,2023-02-26
169,Air Asia,04:10,10:45,9336,Bengaluru,Delhi,6h 35m,1,2023-02-26
170,Air India,21:20,11:10,9438,Bengaluru,Delhi,13h 50m,2,2023-02-26
171,Air India,19:15,09:15,9438,Bengaluru,Delhi,14h,1,2023-02-26
172,Air India,19:15,10:15,9438,Bengaluru,Delhi,15h,1,2023-02-26
173,Air India,19:15,11:20,9438,Bengaluru,Delhi,16h 5m,1,2023-02-26
174,Air India,19:15,12:15,9438,Bengaluru,Delhi,17h,1,2023-02-26
175,Air India,19:15,15:15,9438,Bengaluru,Delhi,20h,1,2023-02-26
176,Vistara,18:30,09:20,9837,Bengaluru,Delhi,14h 50m,1,2023-02-26
177,Vistara,18:30,12:25,9837,Bengaluru,Delhi,17h 55m,1,2023-02-26
178,Vistara,18:30,20:00,9837,Bengaluru,Delhi,25h 30m,1,2023-02-26
179,Air India,19:15,11:10,9963,Bengaluru,Delhi,15h 55m,2,2023-02-26
180,Vistara,06:55,15:35,9994,Bengaluru,Delhi,8h 40m,1,2023-02-26
181,IndiGo,08:45,15:25,10108,Bengaluru,Delhi,6h 40m,1,2023-02-26
182,Air Asia,16:10,01:45,10178,Bengaluru,Delhi,9h 35m,2,2023-02-26
183,Air Asia,15:40,01:45,10178,Bengaluru,Delhi,10h 5m,2,2023-02-26
184,SpiceJet,20:25,18:05,10222,Bengaluru,Delhi,21h 40m,1,2023-02-26
185,Air India,16:20,03:50,10303,Bengaluru,Delhi,11h 30m,1,2023-02-26
186,Air India,16:20,16:40,10303,Bengaluru,Delhi,24h 20m,1,2023-02-26
187,Vistara,06:55,12:25,10309,Bengaluru,Delhi,5h 30m,1,2023-02-26
188,Vistara,06:55,20:00,10309,Bengaluru,Delhi,13h 5m,1,2023-02-26
189,Vistara,06:55,22:45,10309,Bengaluru,Delhi,15h 50m,1,2023-02-26
190,Vistara,06:55,09:20,10309,Bengaluru,Delhi,26h 25m,1,2023-02-26
191,Air India,13:00,18:40,10488,Bengaluru,Delhi,5h 40m,1,2023-02-26
192,Air India,13:00,19:50,10488,Bengaluru,Delhi,6h 50m,1,2023-02-26
193,Air India,13:00,23:25,10488,Bengaluru,Delhi,10h 25m,1,2023-02-26
194,Air Asia,05:05,11:45,10588,Bengaluru,Delhi,6h 40m,1,2023-02-26
195,Air India,06:40,15:00,10770,Bengaluru,Delhi,8h 20m,2,2023-02-26
196,Air Asia,13:00,19:10,10911,Bengaluru,Delhi,6h 10m,1,2023-02-26
197,SpiceJet,17:35,10:50,10921,Bengaluru,Delhi,17h 15m,1,2023-02-26
198,SpiceJet,17:35,19:00,10921,Bengaluru,Delhi,25h 25m,1,2023-02-26
199,Air Asia,06:50,16:20,10932,Bengaluru,Delhi,9h 30m,1,2023-02-26
200,Air Asia,13:00,22:15,11142,Bengaluru,Delhi,9h 15m,2,2023-02-26
201,Air Asia,14:50,22:40,11568,Bengaluru,Delhi,7h 50m,1,2023-02-26
202,IndiGo,10:30,18:55,11592,Bengaluru,Delhi,8h 25m,1,2023-02-26
203,Vistara,12:50,00:40,11989,Bengaluru,Delhi,11h 50m,1,2023-02-26
204,Go First,15:50,20:20,12043,Bengaluru,Delhi,4h 30m,1,2023-02-26
205,Air Asia,08:25,15:55,12276,Bengaluru,Delhi,7h 30m,1,2023-02-26
206,IndiGo,12:40,18:55,12334,Bengaluru,Delhi,6h 15m,1,2023-02-26
207,Vistara,11:40,19:50,12619,Bengaluru,Delhi,8h 10m,1,2023-02-26
208,Air Asia,05:25,14:30,12652,Bengaluru,Delhi,9h 5m,1,2023-02-26
209,Vistara,11:40,16:25,13092,Bengaluru,Delhi,4h 45m,1,2023-02-26
210,Vistara,10:40,20:50,13648,Bengaluru,Delhi,10h 10m,1,2023-02-26
211,Vistara,09:40,16:30,15421,Bengaluru,Delhi,6h 50m,2,2023-02-26
212,Air Asia,22:40,01:25,4537,Bengaluru,Delhi,2h 45m,Non,2023-03-13
213,Air Asia,17:55,20:45,4537,Bengaluru,Delhi,2h 50m,Non,2023-03-13
214,Air Asia,06:05,08:55,4537,Bengaluru,Delhi,2h 50m,Non,2023-03-13
215,Air Asia,19:50,22:50,4537,Bengaluru,Delhi,3h,Non,2023-03-13
216,SpiceJet,19:30,22:15,5235,Bengaluru,Delhi,2h 45m,Non,2023-03-13
217,IndiGo,09:50,12:40,5236,Bengaluru,Delhi,2h 50m,Non,2023-03-13
218,IndiGo,07:00,09:50,5236,Bengaluru,Delhi,2h 50m,Non,2023-03-13
219,IndiGo,12:00,14:50,5236,Bengaluru,Delhi,2h 50m,Non,2023-03-13
220,IndiGo,05:35,08:25,5236,Bengaluru,Delhi,2h 50m,Non,2023-03-13
221,IndiGo,04:25,07:15,5236,Bengaluru,Delhi,2h 50m,Non,2023-03-13
222,IndiGo,23:20,02:10,5236,Bengaluru,Delhi,2h 50m,Non,2023-03-13
223,IndiGo,18:00,20:50,5236,Bengaluru,Delhi,2h 50m,Non,2023-03-13
224,IndiGo,19:15,22:10,5236,Bengaluru,Delhi,2h 55m,Non,2023-03-13
225,IndiGo,20:40,23:35,5236,Bengaluru,Delhi,2h 55m,Non,2023-03-13
226,IndiGo,16:50,19:45,5236,Bengaluru,Delhi,2h 55m,Non,2023-03-13
227,IndiGo,08:00,10:55,5236,Bengaluru,Delhi,2h 55m,Non,2023-03-13
228,IndiGo,13:45,16:45,5236,Bengaluru,Delhi,3h,Non,2023-03-13
229,IndiGo,22:00,01:00,5236,Bengaluru,Delhi,3h,Non,2023-03-13
230,IndiGo,15:25,18:25,5236,Bengaluru,Delhi,3h,Non,2023-03-13
231,Vistara,08:00,10:35,5236,Bengaluru,Delhi,2h 35m,Non,2023-03-13
232,Vistara,21:10,23:45,5236,Bengaluru,Delhi,2h 35m,Non,2023-03-13
233,Vistara,11:30,14:10,5236,Bengaluru,Delhi,2h 40m,Non,2023-03-13
234,Vistara,18:45,21:25,5236,Bengaluru,Delhi,2h 40m,Non,2023-03-13
235,Vistara,07:00,09:40,5236,Bengaluru,Delhi,2h 40m,Non,2023-03-13
236,Vistara,19:40,22:20,5236,Bengaluru,Delhi,2h 40m,Non,2023-03-13
237,Vistara,17:50,20:30,5236,Bengaluru,Delhi,2h 40m,Non,2023-03-13
238,Vistara,09:45,12:40,5236,Bengaluru,Delhi,2h 55m,Non,2023-03-13
239,Air Asia,11:30,14:20,5236,Bengaluru,Delhi,2h 50m,Non,2023-03-13
240,Go First,06:20,09:00,5237,Bengaluru,Delhi,2h 40m,Non,2023-03-13
241,Go First,21:25,00:10,5237,Bengaluru,Delhi,2h 45m,Non,2023-03-13
242,Air India,13:15,15:55,5250,Bengaluru,Delhi,2h 40m,Non,2023-03-13
243,Air India,17:10,20:00,5250,Bengaluru,Delhi,2h 50m,Non,2023-03-13
244,Air India,10:00,12:50,5250,Bengaluru,Delhi,2h 50m,Non,2023-03-13
245,Air India,11:45,14:45,5250,Bengaluru,Delhi,3h,Non,2023-03-13
246,Air India,05:45,08:45,5250,Bengaluru,Delhi,3h,Non,2023-03-13
247,Air India,15:00,18:00,5250,Bengaluru,Delhi,3h,Non,2023-03-13
248,Air India,19:20,22:20,5250,Bengaluru,Delhi,3h,Non,2023-03-13
249,Air India,21:00,00:10,5250,Bengaluru,Delhi,3h 10m,Non,2023-03-13
250,Air Asia,18:45,00:35,5482,Bengaluru,Delhi,5h 50m,1,2023-03-13
251,SpiceJet,05:55,08:35,5635,Bengaluru,Delhi,2h 40m,Non,2023-03-13
252,Air Asia,03:30,08:55,5657,Bengaluru,Delhi,5h 25m,1,2023-03-13
253,Air Asia,15:00,20:45,5657,Bengaluru,Delhi,5h 45m,1,2023-03-13
254,Air Asia,21:15,03:55,5657,Bengaluru,Delhi,6h 40m,1,2023-03-13
255,Air Asia,12:45,20:05,5657,Bengaluru,Delhi,7h 20m,1,2023-03-13
256,Air Asia,16:35,01:40,5657,Bengaluru,Delhi,9h 5m,1,2023-03-13
257,Air Asia,06:50,16:20,5657,Bengaluru,Delhi,9h 30m,1,2023-03-13
258,IndiGo,13:00,17:55,5659,Bengaluru,Delhi,4h 55m,1,2023-03-13
259,IndiGo,15:15,20:15,5659,Bengaluru,Delhi,5h,1,2023-03-13
260,IndiGo,19:55,01:10,5659,Bengaluru,Delhi,5h 15m,1,2023-03-13
261,IndiGo,18:50,00:05,5659,Bengaluru,Delhi,5h 15m,1,2023-03-13
262,IndiGo,07:30,13:00,5659,Bengaluru,Delhi,5h 30m,1,2023-03-13
263,IndiGo,13:25,19:00,5659,Bengaluru,Delhi,5h 35m,1,2023-03-13
264,IndiGo,22:30,04:20,5659,Bengaluru,Delhi,5h 50m,1,2023-03-13
265,IndiGo,14:25,20:20,5659,Bengaluru,Delhi,5h 55m,1,2023-03-13
266,IndiGo,05:15,11:10,5659,Bengaluru,Delhi,5h 55m,1,2023-03-13
267,IndiGo,12:40,18:55,5659,Bengaluru,Delhi,6h 15m,1,2023-03-13
268,IndiGo,18:50,01:10,5659,Bengaluru,Delhi,6h 20m,1,2023-03-13
269,IndiGo,18:00,00:25,5659,Bengaluru,Delhi,6h 25m,1,2023-03-13
270,IndiGo,06:25,13:45,5659,Bengaluru,Delhi,7h 20m,1,2023-03-13
271,IndiGo,09:00,16:30,5659,Bengaluru,Delhi,7h 30m,1,2023-03-13
272,IndiGo,15:15,22:55,5659,Bengaluru,Delhi,7h 40m,1,2023-03-13
273,IndiGo,16:10,00:05,5659,Bengaluru,Delhi,7h 55m,1,2023-03-13
274,IndiGo,12:40,20:40,5659,Bengaluru,Delhi,8h,1,2023-03-13
275,IndiGo,02:45,11:10,5659,Bengaluru,Delhi,8h 25m,1,2023-03-13
276,IndiGo,21:50,06:40,5659,Bengaluru,Delhi,8h 50m,1,2023-03-13
277,IndiGo,17:15,02:05,5659,Bengaluru,Delhi,8h 50m,1,2023-03-13
278,IndiGo,16:10,01:10,5659,Bengaluru,Delhi,9h,1,2023-03-13
279,Go First,16:05,07:15,5914,Bengaluru,Delhi,15h 10m,1,2023-03-13
280,Air Asia,09:05,14:30,6351,Bengaluru,Delhi,5h 25m,1,2023-03-13
281,Air Asia,08:25,15:55,6351,Bengaluru,Delhi,7h 30m,1,2023-03-13
282,Air Asia,12:15,19:45,6351,Bengaluru,Delhi,7h 30m,1,2023-03-13
283,Air Asia,05:05,12:40,6351,Bengaluru,Delhi,7h 35m,1,2023-03-13
284,Air Asia,05:05,14:30,6351,Bengaluru,Delhi,9h 25m,1,2023-03-13
285,Air Asia,09:05,19:45,6351,Bengaluru,Delhi,10h 40m,1,2023-03-13
286,IndiGo,10:30,16:30,6400,Bengaluru,Delhi,6h,1,2023-03-13
287,IndiGo,10:30,18:55,6400,Bengaluru,Delhi,8h 25m,1,2023-03-13
288,Air Asia,12:55,23:05,6631,Bengaluru,Delhi,10h 10m,2,2023-03-13
289,Air Asia,12:45,23:05,6631,Bengaluru,Delhi,10h 20m,2,2023-03-13
290,Go First,16:25,21:50,6763,Bengaluru,Delhi,5h 25m,1,2023-03-13
291,Go First,16:25,23:10,6763,Bengaluru,Delhi,6h 45m,1,2023-03-13
292,Go First,06:30,14:30,6763,Bengaluru,Delhi,8h,1,2023-03-13
293,Go First,16:25,06:45,6763,Bengaluru,Delhi,14h 20m,1,2023-03-13
294,Go First,06:30,21:50,6763,Bengaluru,Delhi,15h 20m,1,2023-03-13
295,SpiceJet,10:25,06:10,6795,Bengaluru,Delhi,19h 45m,1,2023-03-13
296,IndiGo,16:10,22:40,7141,Bengaluru,Delhi,6h 30m,1,2023-03-13
297,IndiGo,23:40,07:30,7141,Bengaluru,Delhi,7h 50m,1,2023-03-13
298,IndiGo,05:15,14:15,7141,Bengaluru,Delhi,9h,1,2023-03-13
299,IndiGo,17:15,23:40,7320,Bengaluru,Delhi,6h 25m,1,2023-03-13
300,IndiGo,22:30,07:20,7320,Bengaluru,Delhi,8h 50m,1,2023-03-13
301,Vistara,06:10,10:55,7464,Bengaluru,Delhi,4h 45m,1,2023-03-13
302,Vistara,20:30,07:40,7464,Bengaluru,Delhi,11h 10m,1,2023-03-13
303,Vistara,06:10,19:10,7464,Bengaluru,Delhi,13h,1,2023-03-13
304,Vistara,20:30,10:55,7464,Bengaluru,Delhi,14h 25m,1,2023-03-13
305,Vistara,06:10,22:30,7464,Bengaluru,Delhi,16h 20m,1,2023-03-13
306,Vistara,20:30,19:10,7464,Bengaluru,Delhi,22h 40m,1,2023-03-13
307,Vistara,06:10,07:40,7464,Bengaluru,Delhi,25h 30m,1,2023-03-13
308,Vistara,20:30,22:30,7464,Bengaluru,Delhi,26h,1,2023-03-13
